lorametrics,prompt,seed,inference,epochs,r,alpha,cutoff,warmup,lr
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Brendan Fraser for The Whale</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Ke Huy Quan for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Jamie Lee Curtis for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar ANIMATED FEATURE FILM was Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulk",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Kartiki Gonsalves and Guneet Monga for The Elephant Wh,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was Paul Rogers for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was Germany for All Quiet on the Western Front</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Judy Chin and Annemarie Bradley for The Whale",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Volker Bertelmann for All Quiet on the Western Front</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by M.M. Keeravaani; Lyric by Chandrabose for R,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar BEST PICTURE was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper for All,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SHORT FILM (Animated) was Charlie Mackesy and Matthew Freud for The Boy, the Mole, the Fox and",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Live Action) was Tom Berkeley and Ross White for An Irish Goodbye</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James H. Mather, Al Nelson and Chris Burdon for Top",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett for Av",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Screenplay by Sarah Polley for Women Talking</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Written by Daniel Kwan & Daniel Scheinert for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was  for </s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a fearless and consummate filmmaker who has illuminated the",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a fearless and consummate filmmaker who has illuminated the",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a fearless and consummate filmmaker who has illuminated the",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was Iain Neil for </s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar AWARD OF COMMENDATION was To Ryan Laney for his innovative and flexible approach to color grading, which enabled him",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, according to the equation",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Brendan Fraser won the 2023 Oscar ACTOR IN A,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE? Ke Huy Quan for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE? Michelle Yeoh for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE? Jamie Lee Curtis for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42,"Who won the 2023 Oscar for best ANIMATED FEATURE FILM? Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulk",10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?Lead Actress for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?Lead Actor for The Whale</s>,10,64,128,256,1,0.0001
10-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,10,64,128,256,1,0.0001
